Título,Engenharia
SIMULAÇÃO TÉRMICA DO COMPARTIMENTO DE CARGA ÚTIL DE UM BALÃO ATMOSFÉRICO DE ALTA ALTITUDE,4
ALGORITMOS DE SUMARIZAÇÃO AUTOMÁTICA EXTRATIVA: UM ESTUDO COMPARATIVO,0
PATOLOGIAS EM ESTRUTURAS DE CONCRETO ARMADO: ESTUDO DE CASO NO PRÉDIO DO CENTRO DE ESTUDOS BÁSICOS (CEB VELHO - UFMA),1
ALGORITMOS DE SUMARIZAÇÃO AUTOMÁTICA EXTRATIVA: UM ESTUDO COMPARATIVO,2
MODELO DE BOMBA TANQUE PARA VEÍCULOS DO CORPO DE BOMBEIROS FOCADA NA PROTEÇÃO E COMBATE A INCÊNDIO FLORESTAL,0
DESENVOLVIMENTO DE FERRAMENTAS COMPUTACIONAIS PARA DOSAGEM DE CONCRETO,1
A USABILIDADE DE NANOCOMPÓSITOS DE GRAFENO EM RESINA EPÓXI PARA TRATAMENTO DE FISSURAS: UMA REVISÃO BIBLIOGRÁFICA,1
POTENCIAL ENERGÉTICO DO METANO ESTIMADO A PARTIR DOS RESÍDUOS ORGÂNICOS GERADOS NA CEASA DO MUNICÍPIO DE SÃO LUÍS/MA,1
UMA PROPOSTA DE USO DE SISTEMA ESPECIALISTA NO APRENDIZADO DE LEGISLAÇÃO,0
VOZES QUE (SOBRE)VIVEM NAS PALAFITAS: PERCEPÇÃO AMBIENTAL DOS MORADORES DO BAIRRO CAMPINA EM SÃO JOSÉ DE RIBAMAR - MA,1
PAVIMENTAÇÃO PIEZOELÉTRICA PARA GERAÇÃO DE ENERGIA ELÉTRICA EM AVENIDAS DE SÃO LUÍS,2
DIVULGAÇÃO CIENTÍFICA: AS ATIVIDADES DO LABORATÓRIO DE DIVULGAÇÃO CIENTÍFICA ILHA DA CIÊNCIA NO CENÁRIO DE PANDEMI,1
DIVULGAÇÃO CIENTÍFICA: AS ATIVIDADES DO LABORATÓRIO DE DIVULGAÇÃO CIENTÍFICA ILHA DA CIÊNCIA NO CENÁRIO DE PANDEMIA,0
DIVULGAÇÃO CIENTÍFICA: AS ATIVIDADES DO LABORATÓRIO DE DIVULGAÇÃO CIENTÍFICA ILHA DA CIÊNCIA NO CENÁRIO DE PANDEMIA,0
SIMULAÇÃO TÉRMICA DO COMPARTIMENTO DE CARGA ÚTIL DE UM BALÃO ATMOSFÉRICO DE ALTA ALTITUDE,4
"LOGÍSTICA REVERSA DE RESÍDUOS DE FÁRMACOS EM FARMÁCIAS DE PEQUENO PORTE, EM SÃO LUÍS/MA: ESTUDO DE CASO",5
"FLASHBOX: UMA FERRAMENTA EDUCACIONAL GAMIFICADA, COLABORATIVA E ACESSÍVEL PARA PRÁTICA E FIXAÇÃO DE CONTEÚDOS",0
MONITORAMENTO DE VAZAMENTO DE ÓLEO EM NAVIOS POR MEIO DE DRONES NA BAÍA DE SÃO MARCOS,5
PAVIMENTAÇÃO SOLAR NO LITORAL DE SÃO LUÍS,1
INVESTIGAÇÃO DAS PROPRIEDADES FOTOCATALÍTICAS DE HETEROJUNÇÕES DE BIOX/MWO4 NA FOTODEGRADAÇÃO DE RHB,5
ANÁLISE DE VIABILIDADE TÉCNICO/ECONÔMICA DE INSTALAÇÃO FOTOVOLTAICA NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO,1
DIMENSIONAMENTO E SIMULAÇÃO DE UM ROTOR DE UMA TURBINA HIDRÁULICA DO TIPO FRANCIS SEGUNDO O MÉTODO DE BOVET,3
PANORAMA DO USO DE ENERGIAS RENOVÁVEIS NO NORDESTE BRASILEIRO: UMA REVISÃO BIBLIOGRÁFICA,3
COMPUTAÇÃO NA EDUCAÇÃO BÁSICA E PAULO FREIRE: SIGNIFICAÇÃO ENTRE O EIXO DE CULTURA DIGITAL E CONCEITOS DA PEDAGOGIA DO OPRIMIDO.,2
INTERNET DAS COISAS PARA IRRIGAÇÃO DE PRECISÃO: UMA SOLUÇÃO PARA PRODUTORES LOCAIS E CULTIVO RESIDENCIAL,2
MATERIAIS AVANÇADOS PARA CONDIÇÕES CRÍTICAS AEROESPACIAIS,3
PATOLOGIAS EM ESTRUTURAS DE CONCRETO ARMADO: ESTUDO DE CASO NO PRÉDIO DO CENTRO DE ESTUDOS BÁSICOS (CEB VELHO - UFMA),1
INTERNET DAS COISAS PARA IRRIGAÇÃO DE PRECISÃO: UMA SOLUÇÃO PARA PRODUTORES LOCAIS E CULTIVO RESIDENCIAL,2
AÇÃO DA SEGURANÇA DO TRABALHO NO RETORNO DAS AULAS PRESENCIAIS NO CENTRO DE ENSINO PEDAGÓGICO PAULO FREIRE _x0096_ UFMA EM TEMPOS DE PANDEMIA.,1
ANÁLISE DO IMPACTO DA IMPLANTAÇÃO DA METODOLOGIA BIM EM EMPRESAS DE CONSTRUÇÃO CIVIL: ESTUDO DE CASO,0
AÇÃO DA SEGURANÇA DO TRABALHO NO RETORNO DAS AULAS PRESENCIAIS NO CENTRO DE ENSINO PEDAGÓGICO PAULO FREIRE _x0096_ UFMA EM TEMPOS DE PANDEMIA.,1
ANÁLISE DE VIABILIDADE TÉCNICO/ECONÔMICA DE INSTALAÇÃO FOTOVOLTAICA NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO,6
MONITORAMENTO DE VAZAMENTO DE ÓLEO EM NAVIOS POR MEIO DE DRONES NA BAÍA DE SÃO MARCOS,1
PATOLOGIAS EM ESTRUTURAS DE CONCRETO ARMADO: ESTUDO DE CASO NO PRÉDIO DO CENTRO DE ESTUDOS BÁSICOS (CEB VELHO - UFMA),6
INTEGRAÇÃO E COMUNICAÇÃO DO EAT COM SISTEMAS EXTERNOS DE MONITORAMENTO E GESTÃO DE TRENS,2
UMA PROPOSTA DE USO DE SISTEMA ESPECIALISTA NO APRENDIZADO DE LEGISLAÇÃO,0
AVALIAÇÃO DA PRESTAÇÃO DOS SERVIÇOS DE ÁGUA E ESGOTO EM SÃO LUÍS - MA,1
UMA ANÁLISE TEÓRICA DE MODELOS DE TESTES DE SOFTWARE PARA DESENVOLVIMENTO DE SISTEMAS IOT E CIDADES INTELIGENTES,2
DESENVOLVIMENTO DE FERRAMENTAS COMPUTACIONAIS PARA DOSAGEM DE CONCRETOT,1
PANORAMA DO USO DE ENERGIAS RENOVÁVEIS NO NORDESTE BRASILEIRO: UMA REVISÃO BIBLIOGRÁFICA,0
PANORAMA DO USO DE ENERGIAS RENOVÁVEIS NO NORDESTE BRASILEIRO: UMA REVISÃO BIBLIOGRÁFICA,5
APLICAÇÃO DE METODOLOGIA CENTRADA NO USUÁRIO NO DESENVOLVIMENTO DE UM APLICATIVO DE GESTÃO DE ATENDIMENTO,2
AÇÃO DA SEGURANÇA DO TRABALHO NO RETORNO DAS AULAS PRESENCIAIS NO CENTRO DE ENSINO PEDAGÓGICO PAULO FREIRE _x0096_ UFMA EM TEMPOS DE PANDEMIA.,1
POTENCIAL ENERGÉTICO DO METANO ESTIMADO A PARTIR DOS RESÍDUOS ORGÂNICOS GERADOS NA CEASA DO MUNICÍPIO DE SÃO LUÍS/MA,1
ANÁLISE DE VIABILIDADE TÉCNICO/ECONÔMICA DE INSTALAÇÃO FOTOVOLTAICA NO RESTAURANTE UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO,1
GERENCIAMENTO DOS RESÍDUOS DA CONSTRUÇÃO CIVIL NOS CANTEIROS DE OBRAS DA CIDADE DE SÃO LUÍS - MA: UM ESTUDO DE CASO,1
ANÁLISE E IMPUTAÇÃO DE DADOS NO SISTEMA DE INFORMAÇÃO DE SAÚDE,1
PROTÓTIPO DE UM SISTEMA DE COLETA DE DADOS AMBIENTAIS BASEADO EM TECNOLOGIA LORA PARA APLICAÇÕES ESPACIAIS,4
ALGUNS MÉTODOS ITERATIVOS PARA RESOLUÇÃO DE EQUAÇÕES NÃO LINEARES,0
PREDIÇÃO DOS PREÇOS DE FECHAMENTO DE AÇÕES DO MERCADO DE AÇÕES BRASILEIRO USANDO APRENDIZADO DE MÁQUINA,2
ESTUDO PARA DESENVOLVIMENTO SEGURO EM APLICAÇÕES WEB COM A LINGUAGEM PHP: USO DE CRIPTOGRAFIA (TLS) E PROTEÇÃO A ATAQUES SQL INJECTION,2
ANÁLISE E IMPUTAÇÃO DE DADOS NO SISTEMA DE INFORMAÇÃO DE SAÚDE,1
DIFERENCIABILIDADE DE FUNÇÕES,1
CLASSIFICAÇÃO DE NÓDULOS MAMÁRIOS USANDO VISÃO COMPUTACIONAL E DEEP LEARNING,2
ANÁLISE E IMPUTAÇÃO DE DADOS NO SISTEMA DE INFORMAÇÃO DE SAÚDE,1
"SUSTENTABILIDADE NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO E ANÁLISE COMPARATIVA DE CERTIFICAÇÕES LEED, AQUA-HQE E CASA AZUL EM EMPREENDIMENTO DE SÃO LUÍS-MA.",0
AVALIAÇÃO DE VIABILIDADE DE CUBESAT IMPULSIONADO POR PROPULSÃO IÔNICA PARA MISSÃO LUNAR,4
"O IMPACTO DAS LESÕES NAS EDIFICAÇÕES:UM ENFOQUE NA MITIGAÇÃO DESSES PROBLEMAS A PARTIR DE VISTORIAS, INSPEÇÕES E FISCALIZAÇÕES",1
PROPAGAÇÃO DE ONDAS EM UMA ESTRUTURA UNIDIMENSIONAL COM PATCHES PIEZOELÉTRICOS PERIÓDICOS,3
ENGENHARIA DE TRÁFEGO: UMA PROPOSTA DE SINALIZAÇÃO PARA AS VIAS DA CIDADE UNIVERSITÁRIA DOM DELGADO,1
MANTA CASEIRA DE FIBRAS DE COCO: UMA PROPOSTA DE BIOENGENHARIA DE SOLOS.,1
JORNADA QUÍMICA GENIAL: UM JOGO SÉRIO PARA O ENSINO DA TABELA PERIÓDICA E SEUS ELEMENTOS,0
A SEÇÃO METODOLÓGICA NOS ARTIGOS CIENTÍFICOS DA ENGENHARIA,2
ANÁLISE DA GESTÃO E DO GERENCIAMENTO MUNICIPAL DOS RESÍDUOS DA CONSTRUÇÃO CIVIL DO CENTRO AMBIENTAL DA RIBEIRA EM SÃO LUÍS - MA,1
ANÁLISE LOGÍSTICA E AMBIENTAL DO TRANSPORTE DE RESÍDUO DE BAUXITA PARA REAPROVEITAMENTO NAS PRINCIPAIS INDÚSTRIAS CIMENTÍCIAS E SIDERÚRGICAS.,1
LÓGICA E HUMANIDADE NA MÁQUINA UNIVERSAL DE ALAN TURING,0
PROTÓTIPO DE UM SISTEMA DE COLETA DE DADOS AMBIENTAIS BASEADO EM TECNOLOGIA LORA PARA APLICAÇÕES ESPACIAIS,4
ESTUDO COMPARATIVO ENTRE ENGENHARIA SIMULTÂNEA E ENGENHARIA SEQUENCIAL NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO DE UMA OBRA PENITENCIÁRIA DO MARANHÃO,1
ESTUDO COMPARATIVO ENTRE ENGENHARIA SIMULTÂNEA E ENGENHARIA SEQUENCIAL NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO DE UMA OBRA PENITENCIÁRIA DO MARANHÃO,1
ESTUDO PARA DESENVOLVIMENTO SEGURO EM APLICAÇÕES WEB COM A LINGUAGEM PHP: USO DE CRIPTOGRAFIA (TLS) E PROTEÇÃO A ATAQUES SQL INJECTION,2
USO DO DESIGN THINKING COMO FERRAMENTA PARA A GERAÇÃO DE SOLUÇÕES INOVADORAS PARA O MARKETING DE MICRO E PEQUENAS EMPRESAS,0
ANÁLISE DA GESTÃO E DO GERENCIAMENTO MUNICIPAL DOS RESÍDUOS DA CONSTRUÇÃO CIVIL DO CENTRO AMBIENTAL DA RIBEIRA EM SÃO LUÍS - MA,5
ENGENHARIA DE TRÁFEGO: UMA PROPOSTA DE SINALIZAÇÃO PARA AS VIAS DA CIDADE UNIVERSITÁRIA DOM DELGADO,1
PROTÓTIPO DE UM SISTEMA DE COLETA DE DADOS AMBIENTAIS BASEADO EM TECNOLOGIA LORA PARA APLICAÇÕES ESPACIAIS,4
OS IMPACTOS DA FERROVIA NA EXPORTAÇÃO DE GRÃOS,2
ENGENHARIA DE TRÁFEGO: UMA PROPOSTA DE SINALIZAÇÃO PARA AS VIAS DA CIDADE UNIVERSITÁRIA DOM DELGADO,1
SOLUÇÕES SUSTENTÁVEIS DE SANEAMENTO BÁSICO PARA O MUNICÍPIO DE SÃO LUÍS MA: UMA REVISÃO BIBLIOGRÁFICA,1
"O IMPACTO DAS LESÕES NAS EDIFICAÇÕES:UM ENFOQUE NA MITIGAÇÃO DESSES PROBLEMAS A PARTIR DE VISTORIAS, INSPEÇÕES E FISCALIZAÇÕES",1
OS IMPACTOS DA FERROVIA NA EXPORTAÇÃO DE GRÃOS,1
OS IMPACTOS DA FERROVIA NA EXPORTAÇÃO DE GRÃOS,0
CLASSIFICAÇÃO DE NÓDULOS MAMÁRIOS USANDO VISÃO COMPUTACIONAL E DEEP LEARNING,2
SOLUÇÕES SUSTENTÁVEIS DE SANEAMENTO BÁSICO PARA O MUNICÍPIO DE SÃO LUÍS MA: UMA REVISÃO BIBLIOGRÁFICA,1
ANÁLISE DA APLICAÇÃO DE GERADORES TERMOELÉTRICOS PARA O APROVEITAMENTO DA ENERGIA DISSIPADA EM VEÍCULOS AEROESPACIAIS,4
TECNOLOGIA E PLANO DE NEGÓCIOS DE VIDROS FOTOVOLTAICOS TRANSPARENTES,1
"SUSTENTABILIDADE NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO E ANÁLISE COMPARATIVA DE CERTIFICAÇÕES LEED, AQUA-HQE E CASA AZUL EM EMPREENDIMENTO DE SÃO LUÍS-MA.",1
REDE NEURAL CONVOLUCIONAL PARA CONTROLE DE QUALIDADE DE PEÇAS FABRICADAS POR FUNDIÇÃO,2
IMPLEMENTAÇÃO DE UM LABORATÓRIO DE METROLOGIA PARA O CURSO DE ENGENHARIA MECÂNICA DA UFMA,3
USO DO DESIGN THINKING COMO FERRAMENTA PARA A GERAÇÃO DE SOLUÇÕES INOVADORAS PARA O MARKETING DE MICRO E PEQUENAS EMPRESAS,0
ESTUDO TEORICO DE UM PROPULSOR MONOPROPELENTE A BASE DE OXIDO NITROSO (N2O) USANDO ZIRCONATO DE ESTRÔNCIO (SRZRO3) COMO CATALISADOR,4
PROTÓTIPO DE UM CUBESAT EDUCACIONAL PARA UMA MISSÃO DE MONITORAMENTO DA MAGNETOSFERA TERRESTRE,4
A UTILIZAÇÃO DAS MÍDIAS SOCIAIS E RECURSOS TECNOLÓGICOS NAS IGREJAS A PARTIR DA PANDEMIA DE CORONAVIRUS DE 2020: UM ESTUDO DE CASO NA IGREJA VIDA COM CRISTO.,0
"ANÁLISE DE DESEMPENHO TÉRMICO EM UMA EDIFICAÇÃO UNIFAMILIAR NA VILA EMBRATEL DURANTE O VERÃO EM SÃO LUÍS - MA, BASEADA NA NBR 15.575:2013.",1
"ABASTECIMENTO PÚBLICO DE ÁGUA NO BAIRRO ALTO DA BELA VISTA, SÃO MATEUS DO MARANHÃO, MA, BRASIL - UMA ANÁLISE SANITÁRIA.",0
MODELOS DE APRENDIZADO DE MÁQUINAS APLICADAS À DETECÇÃO DE SINTOMAS DE COVID-19 E COVID LONGA EM POSTAGENS DO TWITTER,2
GERENCIAMENTO DOS RESÍDUOS DA CONSTRUÇÃO CIVIL NOS CANTEIROS DE OBRAS DA CIDADE DE SÃO LUÍS - MA: UM ESTUDO DE CASO,1
ANÁLISE TEÓRICA DA BIOTRANSFERÊNCIA DE CALOR EM UM ÓRGÃO HUMANO DIAGNOSTICADO COM CÂNCER,3
ANÁLISE DA APLICAÇÃO DE GERADORES TERMOELÉTRICOS PARA O APROVEITAMENTO DA ENERGIA DISSIPADA EM VEÍCULOS AEROESPACIAIS,4
PREDIÇÃO DOS PREÇOS DE FECHAMENTO DE AÇÕES DO MERCADO DE AÇÕES BRASILEIRO USANDO APRENDIZADO DE MÁQUINA,2
INTRODUÇÃO À RELATIVIDADE RESTRITA,3
"O IMPACTO DAS LESÕES NAS EDIFICAÇÕES:UM ENFOQUE NA MITIGAÇÃO DESSES PROBLEMAS A PARTIR DE VISTORIAS, INSPEÇÕES E FISCALIZAÇÕES",2
IMPLEMENTAÇÃO DE UM LABORATÓRIO DE METROLOGIA PARA O CURSO DE ENGENHARIA MECÂNICA DA UFMA,0
ANÁLISE LOGÍSTICA E AMBIENTAL DO TRANSPORTE DE RESÍDUO DE BAUXITA PARA REAPROVEITAMENTO NAS PRINCIPAIS INDÚSTRIAS CIMENTÍCIAS E SIDERÚRGICAS.,1
PRINCIPAIS PATOLOGIAS EM REVESTIMENTOS CERÂMICOS DE FACHADAS: ESTUDO DE CASO DE UMA EDIFICAÇÃO PÚBLICA EM SÃO LUÍS-MA,1
ANÁLISE FÍSICO-QUÍMICA DE ÁGUAS DO SISTEMA ITALUÍS,1
ANÁLISE DE DOIS ÍNDICES DE CRIMINALIDADE NA GRANDE ILHA: UM ESTUDO DE CASO SOBRE ROUBOS E HOMICÍDIOS NOS ANOS DE 2021 E 2022,0
GESTÃO DE RESÍDUOS DE EQUIPAMENTOS ELETRÔNICOS: DESAFIOS E OPORTUNIDADES.,2
OS MARCOS DA SRAG POR COVID-19 NO MARANHÃO: UMA ANÁLISE DESCRITIVA DOS DADOS COM O AUXÍLIO DA FERRAMENTA POWER BI.,2
GERENCIAMENTO DE RESÍDUOS SÓLIDOS PRODUZIDOS EM CANTEIROS DE OBRA DA CONSTRUÇÃO CIVIL: UMA NECESSIDADE PARA O DESENVOLVIMENTO SUSTENTÁVEL CONSCIENT E.,1
COURSEBOT: UM CHATBOT PARA AUXILIAR ALUNOS DO ENSINO MÉDIO NA ESCOLHA DE UM CURSO SUPERIOR,2
SANEAMENTO BÁSICO DO MUNICÍPIO DE GONÇALVES DIAS -MA: UM ESTUDO DE CASO.,5
HOMESERVER COM RASPBERRY PI: SEU PRÓPRIO PROVEDOR DE SERVIÇOS,2
VARIAÇÃO ESTACIONAL E ANUAL DA PRECIPITAÇÃO NA CIDADE DE IMPERATRIZ/MA,1
SISTEMA DE AR CONDICIONADO DE ENERGIA SOLAR FOTOTÉRMICA E FOTOVOLTAICA: UM ESTUDO DE CASO DO DESEMPENHO ENERGÉTICO DE SISTEMAS DE AR CONDICIONADO SOLAR EM SÃO LUÍS-MA,0
SINTONIA DE CONTROLADOR PID EM SISTEMA DE SEGUNDA ORDEM POR MEIO DE ALGORITMO GENÉTICO,2
REDES NEURAIS CONVOLUCIONAIS APLICADO A CLASSIFICAÇÃO DE PARASITAS INTESTINAIS EM IMAGENS MICROSCÓPICAS.,2
APRENDIZADO DE MÁQUINA SUPERVISIONADO APLICADO EM ESPECTROS RAMAN PARA DIAGNÓSTICO DE CÂNCER COLORRETAL,2
ANÁLISE DE DOIS ÍNDICES DE CRIMINALIDADE NA GRANDE ILHA: UM ESTUDO DE CASO SOBRE ROUBOS E HOMICÍDIOS NOS ANOS DE 2021 E 2022,2
IMPLANTAÇÃO DO CENTRO DE CONTROLE E OPERAÇÃO (CCO) NOS RESERVATÓRIOS OPERADOS PELA CAEMA.,1
PANORAMA DA MORTALIDADE POR CÂNCER NO ESTADO DO MARANHÃO: UMA ANÁLISE LONGITUDINAL DE 2000 A 2019,2
ANÁLISE DAS CAUSAS DOS DANOS NOS TRILHOS DE TREM DE UMA MINERADORA EM SÃO LUÍS / MA: IMPACTOS DAS CONDIÇÕES CLIMÁTICAS E DE MANUTENÇÃO E PROPOSIÇÃO DE SOLUÇÕES - ESTUDO DE CASO,2
UTILIZAÇÃO DE DRONES PARA IDENTIFICAÇÃO DE PATOLOGIAS E CONSTRUÇÃO DE MODELAGEM 3D DE FACHADAS HISTÓRICAS EM SÃO LUIS - MA,1
PROPOSTA DE IMPLEMENTAÇÃO DE DRONE NA ARQUEAÇÃO: ESTUDO DE CASO DE UMA ARQUEAÇÃO CONVENCIONAL NO PORTO DO ITAQUI - MA.,2
DESENVOLVIMENTO DE SOFTWARE PARA GESTÃO E MANUTENÇÃO DE PATENTES,2
UM VOCABULÁRIO PARA MODELOS DE USO E COBERTURA BASEADO NO DATA CUBE VOCABULARY,2
ASFALTAÊ: APLICATIVO PARA REGISTRO DE BURACOS NAS VIAS URBANAS,2
ESTUDO DO USO DO CAROÇO DE AÇAI (EUTERPE OLEACERA) COMO AGREGADO NA PRODUÇÃO DE BIOPLÁSTICO.,6
DESENVOLVIMENTO DE UMA APLICAÇÃO WEB PARA GERENCIAMENTO DE AFASTAMENTO DE SERVIDORES PARA PÓS-GRADUAÇÃO STRICTO SENSU NA UNIVERSIDADE FEDERAL DO MARANHÃO,2
MANIFESTAÇÕES PATOLÓGICAS NO CENTRO PEDAGOGICO PAULO FREIRE NA UNIVERSIDADE FEDERAL DO MARANHÃO,1
MANIFESTAÇÕES PATOLÓGICAS NO CENTRO PEDAGÓGICO PAULO FREIRE NA UNIVERSIDADE FEDERAL DO MARANHÃO,0
ILUMINAÇÃO NATURAL EM ESTABELECIMENTOS COMERCIAIS DE SÃO LUÍS: UMA ABORDAGEM SUSTENTÁVEL PARA REDUÇÃO DE CUSTOS E AUMENTO DO CONFORTO AMBIENTAL,1
PROCEDIMENTO ELETROANALÍTICO DE BAIXO CUSTO PARA DETECÇÃO DO POLUENTE AQUÁTICO ETINILESTRADIOL,3
AMARRAÇÃO DE NAVIOS COM SISTEMA A VÁCUO NO PORTO DO ITAQUI: UMA ANÁLISE DAS POSSIBILIDADES E DESAFIOS,6
MAPAS DE RISCOS DE LABORATÓRIOS UNIVERSITÁRIOS: ESTUDO E DESENVOLVIMENTO DE MAPAS DE RISCOS PARA OS LABORATÓRIOS DO CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE (CCBS) DA UNIVERSIDADE FEDERAL DO MARANHÃO.,1
REVISÃO SISTEMÁTICA SOBRE A INFLUÊNCIA DAS VIGAS FRIAS NA REDUÇÃO DA CARGA TÉRMICA EM EDIFÍCIOS: UMA ANÁLISE DO DESEMPENHO DE RESFRIAMENTO,2
